course_code,course_name,technological_axis_code,technological_axis_name,occupation_subgroup_code,occupation_subgroup_name,sector_CNAE_context_2025,sector_context_coverage_share_2025,active_bonds_2019,active_bonds_2025,absolute_change_active_bonds,relative_change_active_bonds,municipalities_of_occupation_concentration_2025,municipal_concentration_coverage_share_2025,course_enrollments_2023,course_enrollments_2024,course_enrollments_2025,municipalities_offer_2023,municipalities_offer_2024,municipalities_offer_2025,regional_offer_share_2025,bridge_status,coverage_by_course,coverage_by_enrollment,Nova_Santa_Rita_subgroup_bonds_2019,Nova_Santa_Rita_subgroup_bonds_2025,Nova_Santa_Rita_sector_context_2025,non_additivity,interpretation_limit
4050,Administração,4000,Gestão e negócios,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,6912500 Cartórios: 343 in 2025 (Δ +75); 8411600 Administração pública em geral: 292 in 2025 (Δ -244); 1531901 Fabricação de calçados de couro: 177 in 2025 (Δ +26),0.11206182721501518,6208.0,7246.0,1038.0,0.16720360824742267,Novo Hamburgo 2258; São Leopoldo 1501; Campo Bom 713,0.6171680927408225,1498,1553,1694,Esteio; Novo Hamburgo; Portão; Sapucaia do Sul; São Leopoldo,Esteio; Novo Hamburgo; Portão; Sapucaia do Sul; São Leopoldo,Esteio; Novo Hamburgo; Portão; Sapucaia do Sul; São Leopoldo,0.12147723198278954,mapped,0.8863636363636364,0.9081391179634276,410.0,315.0,"4639701 Comércio atacadista de produtos alimentícios em geral: 45; 2640000 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo: 41; 4930202 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional: 31",Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
12174,Agropecuária,12000,Recursos naturais,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS","8610101 Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências: 1719 in 2025 (Δ +390); 8610102 Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências: 1393 in 2025 (Δ -19); 8411600 Administração pública em geral: 576 in 2025 (Δ -40)",0.6361911333448336,4985.0,5797.0,812.0,0.16288866599799398,Novo Hamburgo 2284; São Leopoldo 1085; Sapucaia do Sul 719,0.7051923408659652,193,210,166,São Leopoldo,Ivoti; São Leopoldo,São Leopoldo,0.011903908210828254,mapped,0.8863636363636364,0.9081391179634276,50.0,41.0,"8411600 Administração pública em geral: 24; 8640207 Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética: 4; 4711301 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados: 3",Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
1002,Análises clínicas,1000,Ambiente e saúde,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS","8610101 Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências: 1719 in 2025 (Δ +390); 8610102 Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências: 1393 in 2025 (Δ -19); 8411600 Administração pública em geral: 576 in 2025 (Δ -40)",0.6361911333448336,4985.0,5797.0,812.0,0.16288866599799398,Novo Hamburgo 2284; São Leopoldo 1085; Sapucaia do Sul 719,0.7051923408659652,22,25,27,Novo Hamburgo,Novo Hamburgo,Novo Hamburgo,0.001936177841520258,mapped,0.8863636363636364,0.9081391179634276,50.0,41.0,"8411600 Administração pública em geral: 24; 8640207 Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética: 4; 4711301 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados: 3",Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
3036,Automação Industrial,3000,Controle e processos industriais,30,TÉCNICOS POLIVALENTES,"8532500 Educação superior - graduação e pós-graduação: 65 in 2025 (Δ +24); 2071100 Fabricação de tintas, vernizes, esmaltes e lacas: 37 in 2025 (Δ +1); 2219600 Fabricação de artefatos de borracha não especificados anteriormente: 36 in 2025 (Δ +14)",0.2653846153846154,307.0,520.0,213.0,0.6938110749185668,São Leopoldo 188; Novo Hamburgo 101; Estância Velha 44,0.6403846153846153,150,246,388,São Leopoldo,Sapucaia do Sul; São Leopoldo,Sapucaia do Sul; São Leopoldo,0.027823592685550378,mapped,0.8863636363636364,0.9081391179634276,7.0,13.0,"2099199 Fabricação de outros produtos químicos não especificados anteriormente: 6; 2071100 Fabricação de tintas, vernizes, esmaltes e lacas: 2; 2330301 Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda: 2",Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
3036,Automação Industrial,3000,Controle e processos industriais,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS","2840200 Fabricação de máquinas-ferramenta, peças e acessórios: 621 in 2025 (Δ +511); 1531901 Fabricação de calçados de couro: 330 in 2025 (Δ +41); 6202300 Desenvolvimento e licenciamento de programas de computador customizáveis: 276 in 2025 (Δ -40)",0.15142539800074048,6232.0,8103.0,1871.0,0.3002246469833119,São Leopoldo 3016; Novo Hamburgo 1985; Sapucaia do Sul 701,0.7036899913612242,150,246,388,São Leopoldo,Sapucaia do Sul; São Leopoldo,Sapucaia do Sul; São Leopoldo,0.027823592685550378,mapped,0.8863636363636364,0.9081391179634276,129.0,194.0,2099199 Fabricação de outros produtos químicos não especificados anteriormente: 36; 4292801 Montagem de estruturas metálicas: 23; 5212500 Carga e descarga: 20,Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
11156,Calçados,11000,Produção industrial,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS","2840200 Fabricação de máquinas-ferramenta, peças e acessórios: 621 in 2025 (Δ +511); 1531901 Fabricação de calçados de couro: 330 in 2025 (Δ +41); 6202300 Desenvolvimento e licenciamento de programas de computador customizáveis: 276 in 2025 (Δ -40)",0.15142539800074048,6232.0,8103.0,1871.0,0.3002246469833119,São Leopoldo 3016; Novo Hamburgo 1985; Sapucaia do Sul 701,0.7036899913612242,55,95,119,Novo Hamburgo,Novo Hamburgo,Novo Hamburgo,0.008533524560774471,mapped,0.8863636363636364,0.9081391179634276,129.0,194.0,2099199 Fabricação de outros produtos químicos não especificados anteriormente: 36; 4292801 Montagem de estruturas metálicas: 23; 5212500 Carga e descarga: 20,Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
4052,Comércio Exterior,4000,Gestão e negócios,34,TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES,"4930202 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional: 325 in 2025 (Δ +129); 4761003 Comércio varejista de artigos de papelaria: 97 in 2025 (Δ +97); 4639701 Comércio atacadista de produtos alimentícios em geral: 55 in 2025 (Δ +32)",0.42513368983957217,823.0,1122.0,299.0,0.36330498177399756,Nova Santa Rita 304; São Leopoldo 231; Novo Hamburgo 166,0.624777183600713,33,37,53,Novo Hamburgo,Novo Hamburgo,Novo Hamburgo,0.00380064539261384,mapped,0.8863636363636364,0.9081391179634276,143.0,304.0,"4930202 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional: 127; 4639701 Comércio atacadista de produtos alimentícios em geral: 46; 7820500 Locação de mão-de-obra temporária: 33",Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
4052,Comércio Exterior,4000,Gestão e negócios,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,6912500 Cartórios: 343 in 2025 (Δ +75); 8411600 Administração pública em geral: 292 in 2025 (Δ -244); 1531901 Fabricação de calçados de couro: 177 in 2025 (Δ +26),0.11206182721501518,6208.0,7246.0,1038.0,0.16720360824742267,Novo Hamburgo 2258; São Leopoldo 1501; Campo Bom 713,0.6171680927408225,33,37,53,Novo Hamburgo,Novo Hamburgo,Novo Hamburgo,0.00380064539261384,mapped,0.8863636363636364,0.9081391179634276,410.0,315.0,"4639701 Comércio atacadista de produtos alimentícios em geral: 45; 2640000 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo: 41; 4930202 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional: 31",Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
4053,Contabilidade,4000,Gestão e negócios,35,TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS,6912500 Cartórios: 343 in 2025 (Δ +75); 8411600 Administração pública em geral: 292 in 2025 (Δ -244); 1531901 Fabricação de calçados de couro: 177 in 2025 (Δ +26),0.11206182721501518,6208.0,7246.0,1038.0,0.16720360824742267,Novo Hamburgo 2258; São Leopoldo 1501; Campo Bom 713,0.6171680927408225,400,305,300,Esteio; Novo Hamburgo; Portão; São Leopoldo,Novo Hamburgo; Portão; São Leopoldo,Portão,0.02151308712800287,mapped,0.8863636363636364,0.9081391179634276,410.0,315.0,"4639701 Comércio atacadista de produtos alimentícios em geral: 45; 2640000 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo: 41; 4930202 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional: 31",Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
11160,Curtimento,11000,Produção industrial,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS","2840200 Fabricação de máquinas-ferramenta, peças e acessórios: 621 in 2025 (Δ +511); 1531901 Fabricação de calçados de couro: 330 in 2025 (Δ +41); 6202300 Desenvolvimento e licenciamento de programas de computador customizáveis: 276 in 2025 (Δ -40)",0.15142539800074048,6232.0,8103.0,1871.0,0.3002246469833119,São Leopoldo 3016; Novo Hamburgo 1985; Sapucaia do Sul 701,0.7036899913612242,91,118,116,Estância Velha,Estância Velha,Estância Velha,0.008318393689494443,mapped,0.8863636363636364,0.9081391179634276,129.0,194.0,2099199 Fabricação de outros produtos químicos não especificados anteriormente: 36; 4292801 Montagem de estruturas metálicas: 23; 5212500 Carga e descarga: 20,Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
11160,Curtimento,11000,Produção industrial,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",1531901 Fabricação de calçados de couro: 5121 in 2025 (Δ -1715); 1510600 Curtimento e outras preparações de couro: 2585 in 2025 (Δ -237); 1531902 Acabamento de calçados de couro sob contrato: 1314 in 2025 (Δ -399),0.47869235259778165,21748.0,18843.0,-2905.0,-0.13357550119551223,Novo Hamburgo 6171; Campo Bom 3504; Dois Irmãos 2660,0.6546197526933079,91,118,116,Estância Velha,Estância Velha,Estância Velha,0.008318393689494443,mapped,0.8863636363636364,0.9081391179634276,21.0,23.0,1330800 Fabricação de tecidos de malha: 14; 4754701 Comércio varejista de móveis: 3; 2093200 Fabricação de aditivos de uso industrial: 1,Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
6082,Desenvolvimento de Sistemas,6000,Informação e comunicação,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS","2840200 Fabricação de máquinas-ferramenta, peças e acessórios: 621 in 2025 (Δ +511); 1531901 Fabricação de calçados de couro: 330 in 2025 (Δ +41); 6202300 Desenvolvimento e licenciamento de programas de computador customizáveis: 276 in 2025 (Δ -40)",0.15142539800074048,6232.0,8103.0,1871.0,0.3002246469833119,São Leopoldo 3016; Novo Hamburgo 1985; Sapucaia do Sul 701,0.7036899913612242,239,334,544,Sapucaia do Sul; São Leopoldo,Novo Hamburgo; Sapucaia do Sul; São Leopoldo,Novo Hamburgo; Sapucaia do Sul; São Leopoldo,0.03901039799211187,mapped,0.8863636363636364,0.9081391179634276,129.0,194.0,2099199 Fabricação de outros produtos químicos não especificados anteriormente: 36; 4292801 Montagem de estruturas metálicas: 23; 5212500 Carga e descarga: 20,Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
10139,Design de Interiores,10000,Produção cultural e design,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS","2840200 Fabricação de máquinas-ferramenta, peças e acessórios: 621 in 2025 (Δ +511); 1531901 Fabricação de calçados de couro: 330 in 2025 (Δ +41); 6202300 Desenvolvimento e licenciamento de programas de computador customizáveis: 276 in 2025 (Δ -40)",0.15142539800074048,6232.0,8103.0,1871.0,0.3002246469833119,São Leopoldo 3016; Novo Hamburgo 1985; Sapucaia do Sul 701,0.7036899913612242,10,67,67,Novo Hamburgo,Novo Hamburgo,Novo Hamburgo,0.004804589458587308,mapped,0.8863636363636364,0.9081391179634276,129.0,194.0,2099199 Fabricação de outros produtos químicos não especificados anteriormente: 36; 4292801 Montagem de estruturas metálicas: 23; 5212500 Carga e descarga: 20,Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
10139,Design de Interiores,10000,Produção cultural e design,37,"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS","8411600 Administração pública em geral: 121 in 2025 (Δ +34); 8511200 Educação infantil - creche: 114 in 2025 (Δ +18); 9312300 Clubes sociais, esportivos e similares: 45 in 2025 (Δ -2)",0.4612850082372323,922.0,607.0,-315.0,-0.34164859002169196,Novo Hamburgo 236; Dois Irmãos 102; São Leopoldo 78,0.685337726523888,10,67,67,Novo Hamburgo,Novo Hamburgo,Novo Hamburgo,0.004804589458587308,mapped,0.8863636363636364,0.9081391179634276,2.0,2.0,8511200 Educação infantil - creche: 2,Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
10141,Design de Móveis,10000,Produção cultural e design,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS","2840200 Fabricação de máquinas-ferramenta, peças e acessórios: 621 in 2025 (Δ +511); 1531901 Fabricação de calçados de couro: 330 in 2025 (Δ +41); 6202300 Desenvolvimento e licenciamento de programas de computador customizáveis: 276 in 2025 (Δ -40)",0.15142539800074048,6232.0,8103.0,1871.0,0.3002246469833119,São Leopoldo 3016; Novo Hamburgo 1985; Sapucaia do Sul 701,0.7036899913612242,15,11,11,Dois Irmãos,Dois Irmãos,Dois Irmãos,0.0007888131946934385,mapped,0.8863636363636364,0.9081391179634276,129.0,194.0,2099199 Fabricação de outros produtos químicos não especificados anteriormente: 36; 4292801 Montagem de estruturas metálicas: 23; 5212500 Carga e descarga: 20,Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
10141,Design de Móveis,10000,Produção cultural e design,77,TRABALHADORES DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO,3101200 Fabricação de móveis com predominância de madeira: 948 in 2025 (Δ +198); 4754701 Comércio varejista de móveis: 115 in 2025 (Δ +39); 1622602 Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais: 79 in 2025 (Δ -43),0.6039132734003173,1740.0,1891.0,151.0,0.0867816091954023,Novo Hamburgo 550; Dois Irmãos 371; São Leopoldo 249,0.6187202538339502,15,11,11,Dois Irmãos,Dois Irmãos,Dois Irmãos,0.0007888131946934385,mapped,0.8863636363636364,0.9081391179634276,81.0,73.0,3101200 Fabricação de móveis com predominância de madeira: 25; 1623400 Fabricação de artefatos de tanoaria e de embalagens de madeira: 22; 4754701 Comércio varejista de móveis: 8,Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
7085,Edificações,7000,Infraestrutura,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS","2840200 Fabricação de máquinas-ferramenta, peças e acessórios: 621 in 2025 (Δ +511); 1531901 Fabricação de calçados de couro: 330 in 2025 (Δ +41); 6202300 Desenvolvimento e licenciamento de programas de computador customizáveis: 276 in 2025 (Δ -40)",0.15142539800074048,6232.0,8103.0,1871.0,0.3002246469833119,São Leopoldo 3016; Novo Hamburgo 1985; Sapucaia do Sul 701,0.7036899913612242,20,0,12,Esteio,,Esteio,0.0008605234851201147,mapped,0.8863636363636364,0.9081391179634276,129.0,194.0,2099199 Fabricação de outros produtos químicos não especificados anteriormente: 36; 4292801 Montagem de estruturas metálicas: 23; 5212500 Carga e descarga: 20,Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
7085,Edificações,7000,Infraestrutura,51,TRABALHADORES DOS SERVIÇOS,"8111700 Serviços combinados para apoio a edifícios, exceto condomínios prediais: 2759 in 2025 (Δ +1581); 5611201 Restaurantes e similares: 2532 in 2025 (Δ -294); 8411600 Administração pública em geral: 2149 in 2025 (Δ -125)",0.26117176255835994,27342.0,28487.0,1145.0,0.04187696584009948,Novo Hamburgo 9815; São Leopoldo 7013; Sapucaia do Sul 2861,0.691157370028434,20,0,12,Esteio,,Esteio,0.0008605234851201147,mapped,0.8863636363636364,0.9081391179634276,632.0,866.0,"8411600 Administração pública em geral: 147; 4930202 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional: 111; 5611201 Restaurantes e similares: 81",Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
3037,Eletroeletrônica,3000,Controle e processos industriais,30,TÉCNICOS POLIVALENTES,"8532500 Educação superior - graduação e pós-graduação: 65 in 2025 (Δ +24); 2071100 Fabricação de tintas, vernizes, esmaltes e lacas: 37 in 2025 (Δ +1); 2219600 Fabricação de artefatos de borracha não especificados anteriormente: 36 in 2025 (Δ +14)",0.2653846153846154,307.0,520.0,213.0,0.6938110749185668,São Leopoldo 188; Novo Hamburgo 101; Estância Velha 44,0.6403846153846153,0,0,24,,,São Leopoldo,0.0017210469702402295,mapped,0.8863636363636364,0.9081391179634276,7.0,13.0,"2099199 Fabricação de outros produtos químicos não especificados anteriormente: 6; 2071100 Fabricação de tintas, vernizes, esmaltes e lacas: 2; 2330301 Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda: 2",Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
3037,Eletroeletrônica,3000,Controle e processos industriais,73,TRABALHADORES DA FABRICAÇÃO E INSTALAÇÃO ELETROELETRÔNICA,4221902 Construção de estações e redes de distribuição de energia elétrica: 245 in 2025 (Δ -88); 3514000 Distribuição de energia elétrica: 210 in 2025 (Δ +24); 4321500 Instalação e manutenção elétrica: 105 in 2025 (Δ -131),0.4317656129529684,1352.0,1297.0,-55.0,-0.040680473372781065,Sapucaia do Sul 408; Novo Hamburgo 325; São Leopoldo 286,0.7856592135697764,0,0,24,,,São Leopoldo,0.0017210469702402295,mapped,0.8863636363636364,0.9081391179634276,28.0,27.0,4221905 Manutenção de estações e redes de telecomunicações: 9; 4292801 Montagem de estruturas metálicas: 9; 6110803 Serviços de comunicação multimídia - SCM: 6,Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
3038,Eletromecânica,3000,Controle e processos industriais,30,TÉCNICOS POLIVALENTES,"8532500 Educação superior - graduação e pós-graduação: 65 in 2025 (Δ +24); 2071100 Fabricação de tintas, vernizes, esmaltes e lacas: 37 in 2025 (Δ +1); 2219600 Fabricação de artefatos de borracha não especificados anteriormente: 36 in 2025 (Δ +14)",0.2653846153846154,307.0,520.0,213.0,0.6938110749185668,São Leopoldo 188; Novo Hamburgo 101; Estância Velha 44,0.6403846153846153,466,497,474,Sapucaia do Sul; São Leopoldo,Sapucaia do Sul; São Leopoldo,Sapucaia do Sul; São Leopoldo,0.033990677662244534,mapped,0.8863636363636364,0.9081391179634276,7.0,13.0,"2099199 Fabricação de outros produtos químicos não especificados anteriormente: 6; 2071100 Fabricação de tintas, vernizes, esmaltes e lacas: 2; 2330301 Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda: 2",Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
3040,Eletrotécnica,3000,Controle e processos industriais,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS","2840200 Fabricação de máquinas-ferramenta, peças e acessórios: 621 in 2025 (Δ +511); 1531901 Fabricação de calçados de couro: 330 in 2025 (Δ +41); 6202300 Desenvolvimento e licenciamento de programas de computador customizáveis: 276 in 2025 (Δ -40)",0.15142539800074048,6232.0,8103.0,1871.0,0.3002246469833119,São Leopoldo 3016; Novo Hamburgo 1985; Sapucaia do Sul 701,0.7036899913612242,1295,1338,1407,Esteio; Novo Hamburgo; Portão; São Leopoldo,Novo Hamburgo; Portão; Sapucaia do Sul; São Leopoldo,Esteio; Novo Hamburgo; Portão; Sapucaia do Sul; São Leopoldo,0.10089637863033345,mapped,0.8863636363636364,0.9081391179634276,129.0,194.0,2099199 Fabricação de outros produtos químicos não especificados anteriormente: 36; 4292801 Montagem de estruturas metálicas: 23; 5212500 Carga e descarga: 20,Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
3039,Eletrônica,3000,Controle e processos industriais,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS","2840200 Fabricação de máquinas-ferramenta, peças e acessórios: 621 in 2025 (Δ +511); 1531901 Fabricação de calçados de couro: 330 in 2025 (Δ +41); 6202300 Desenvolvimento e licenciamento de programas de computador customizáveis: 276 in 2025 (Δ -40)",0.15142539800074048,6232.0,8103.0,1871.0,0.3002246469833119,São Leopoldo 3016; Novo Hamburgo 1985; Sapucaia do Sul 701,0.7036899913612242,574,590,641,Novo Hamburgo,Novo Hamburgo,Novo Hamburgo,0.04596629616349946,mapped,0.8863636363636364,0.9081391179634276,129.0,194.0,2099199 Fabricação de outros produtos químicos não especificados anteriormente: 36; 4292801 Montagem de estruturas metálicas: 23; 5212500 Carga e descarga: 20,Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
1006,Enfermagem,1000,Ambiente e saúde,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS","8610101 Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências: 1719 in 2025 (Δ +390); 8610102 Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências: 1393 in 2025 (Δ -19); 8411600 Administração pública em geral: 576 in 2025 (Δ -40)",0.6361911333448336,4985.0,5797.0,812.0,0.16288866599799398,Novo Hamburgo 2284; São Leopoldo 1085; Sapucaia do Sul 719,0.7051923408659652,2172,2429,1992,Esteio; Novo Hamburgo; São Leopoldo,Esteio; Novo Hamburgo; São Leopoldo,Esteio; Novo Hamburgo; São Leopoldo,0.14284689852993904,mapped,0.8863636363636364,0.9081391179634276,50.0,41.0,"8411600 Administração pública em geral: 24; 8640207 Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética: 4; 4711301 Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados: 3",Course enrollments repeat across mapped occupation subgroups; neither course nor subgroup totals may be summed across rows of this matrix.,"Normative formative correspondence only; school-location supply and workplace bonds do not show individual trajectory, empirical fit, labor outcome, capacity or a future requirement."
